Hora de inicio,Duración (mm:ss),Producción (kg),Número de ordeño,Estado_Ubre,FlujoMedio_DI,FlujoMedio_DD,FlujoMedio_TI,FlujoMedio_TD,Sangre_DI,Sangre_DD,Sangre_TI,Sangre_TD,Conductividad_DI,Conductividad_DD,Conductividad_TI,Conductividad_TD,EO/PO,Destino Leche,FlujoMax_DI,FlujoMax_DD,FlujoMax_TI,FlujoMax_TD,Produccion_DI,Produccion_DD,Produccion_TI,Produccion_TD,vaca,vaca_id,fecha,Mastitis,EOPO_ID,FlujoMedio_promedio,Conductividad_promedio,FlujoMedio_std,Conductividad_std,Conductividad_rango,Conductividad_diff_max_prom,Conductividad_diff_min_prom,FlujoMedio_izq,FlujoMedio_der,Conductividad_izq,Conductividad_der,FlujoConductividad_ratio,Produccion_promedio,Produccion_total,Produccion_izq,Produccion_der,Produccion_diff_lados,Produccion_std,Produccion_ratio_lados,Produccion_rango,Eficiencia_flujo_produccion,Flujo_diff_lados,Conductividad_diff_lados,Indice_asimetria_flujo,Indice_asimetria_conductividad,Flujo_ratio_max_min,Eficiencia_conductividad,Flujo_conductividad_balance,Flujo_por_kg,Conductividad_por_kg,Conductividad_sobre_flujo,CV_flujo,CV_conductividad,Conductividad_rango_relativo,Indice_variabilidad_total,Score_anomalia_simple,Produccion_promedio_prev,Conductividad_promedio_prev,delta_produccion_promedio,delta_conductividad_promedio,tasa_cambio_produccion,tasa_cambio_conductividad,prob_xgb,thr_0.9,thr_0.8,thr_0.7,thr_0.6,thr_0.59,thr_0.38,thr_0.03,thr_0.01,thr_0.005,thr_0.001,total_alertas,nivel_alarma
2022-11-28 16:08:00,11:57,16.3,1,1,0.6,0.78,0.9,0.54,0,0,0,0,3.9,4.31,4.57,4.24,VMS 3,Tanque,1.08,1.38,1.32,1.08,3.32,3.71,4.58,4.69,1552,1552,2022-11-28 00:00:00,0,1,0.705,4.255,0.165227116,0.275983091,0.67,0.315,0.355,0.75,0.66,4.235,4.275,0.165687427,4.075,16.3,7.9,8.4,0.5,0.667457864,1.063291139,1.37,0.173006135,0.09,0.04,0.234364372,0.064860876,1.66666358,0.957696602,0.165687388,0.043251531,0.261042929,6.035452432,0.234364372,0.064860876,0.157461773,0.220605104,0.45668702,4.7275,4.7925,-0.6525,-0.5375,-0.138022181,-0.112154385,6.30039E-07,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-11-29 19:38:00,13:12,19.06,1,0,0.72,0.9,0.96,0.6,0,0,0,0,5.2,5.1,5.13,5.4,VMS 3,Tanque,1.14,1.44,1.38,1.02,4.09,4.39,4.82,5.76,1552,1552,2022-11-29 00:00:00,0,1,0.795,5.2075,0.165227116,0.135,0.3,0.1925,0.1075,0.84,0.75,5.165,5.25,0.152664426,4.765,19.06,8.91,10.15,1.24,0.727850717,1.139169473,1.67,0.166841553,0.09,0.085,0.207832589,0.025924143,1.599997333,0.915026229,0.152664397,0.041710386,0.273216145,6.550306226,0.207832589,0.025924143,0.057609206,0.150113558,0.291365939,4.075,4.255,0.69,0.9525,0.169325112,0.223854236,2.72127E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-11-30 13:47:00,08:36,10.42,1,0,0.54,0.84,0.9,0.54,379,0,0,0,4.21,4.33,4.52,4.23,VMS 3,Tanque,0.96,1.26,1.26,0.96,2.12,2.41,2.84,3.05,1552,1552,2022-11-30 00:00:00,0,1,0.705,4.3225,0.192093727,0.141745076,0.31,0.1975,0.1125,0.72,0.69,4.365,4.28,0.163100058,2.605,10.42,4.96,5.46,0.5,0.418927201,1.100806452,0.93,0.270633397,0.03,0.085,0.272472985,0.032792376,1.66666358,0.602660358,0.16310002,0.067658343,0.414827215,6.131196977,0.272472985,0.032792376,0.071717739,0.166919402,0.3769831,4.765,5.2075,-2.16,-0.885,-0.453305256,-0.169947159,1.3388E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-01 02:44:00,07:39,7.83,1,0,0.54,0.78,0.78,0.48,0,0,0,0,4.4,4.5,4.59,4.54,VMS 3,Tanque,0.84,1.14,1.14,0.9,1.59,1.87,2.04,2.33,1552,1552,2022-12-01 00:00:00,0,1,0.645,4.5075,0.157797338,0.08057088,0.19,0.0825,0.1075,0.66,0.63,4.495,4.52,0.143094842,1.9575,7.83,3.63,4.2,0.57,0.309986559,1.157024793,0.74,0.329501916,0.03,0.025,0.244646657,0.017874845,1.624996615,0.43427611,0.14309481,0.082375468,0.575670425,6.988361258,0.244646657,0.017874845,0.04215196,0.119184109,0.304673461,2.605,4.3225,-0.6475,0.185,-0.248560365,0.042799296,3.23766E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-02 01:17:00,09:22,13.39,1,0,0.72,1.02,0.9,0.54,0,0,0,0,4.66,4.75,4.82,4.6,VMS 3,Tanque,1.08,1.38,1.26,0.96,3.05,3.19,3.56,3.59,1552,1552,2022-12-02 00:00:00,0,1,0.795,4.7075,0.21,0.097082439,0.22,0.1125,0.1075,0.81,0.78,4.74,4.675,0.168879448,3.3475,13.39,6.61,6.78,0.17,0.269118933,1.025718608,0.54,0.237490665,0.03,0.065,0.264150611,0.020622925,1.888885391,0.711099159,0.168879412,0.059372662,0.351568308,5.9213762,0.264150611,0.020622925,0.046733925,0.15354122,0.331507461,1.9575,4.5075,1.39,0.2,0.710089037,0.044370484,2.94208E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-03 02:31:00,12:09,14.77,1,0,0.66,0.84,0.84,0.54,0,0,0,0,4.59,4.77,4.89,4.77,VMS 3,Tanque,1.08,1.26,1.2,1.2,3.14,3.35,4.01,4.27,1552,1552,2022-12-03 00:00:00,0,1,0.72,4.755,0.146969385,0.123693169,0.3,0.135,0.165,0.75,0.69,4.74,4.77,0.151419558,3.6925,14.77,7.15,7.62,0.47,0.534438958,1.065734266,1.13,0.194989844,0.06,0.03,0.204123862,0.026013279,1.555552675,0.776550836,0.151419527,0.048747458,0.321936336,6.604157494,0.204123862,0.026013279,0.063091469,0.135331277,0.29322861,3.3475,4.7075,0.345,0.0475,0.103061956,0.010090279,5.19818E-07,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-03 16:29:00,08:06,8.26,2,0,0.54,0.84,0.78,0.48,0,0,0,0,4.2,4.32,4.35,4.27,VMS 3,Tanque,0.9,1.2,1.14,0.78,1.71,1.8,2.29,2.46,1552,1552,2022-12-03 00:00:00,0,1,0.66,4.285,0.176635217,0.065574385,0.15,0.065,0.085,0.66,0.66,4.275,4.295,0.154025671,2.065,8.26,4,4.26,0.26,0.366469644,1.065,0.75,0.319612591,1.11022E-16,0.02,0.267628712,0.015303237,1.749996354,0.48191354,0.154025635,0.079903138,0.51876507,6.492414405,0.267628712,0.015303237,0.035005826,0.121104801,0.317937775,3.6925,4.755,-1.6275,-0.47,-0.440758174,-0.098843302,5.32948E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-04 08:48:00,09:18,10.02,1,0,0.66,0.6,0.66,0.48,0,0,0,0,4.33,4.4,4.39,4.37,VMS 3,Tanque,0.9,0.9,1.08,0.84,2.17,2.36,2.48,3.01,1552,1552,2022-12-04 00:00:00,0,1,0.6,4.3725,0.084852814,0.030956959,0.07,0.0275,0.0425,0.66,0.54,4.36,4.385,0.137221269,2.505,10.02,4.65,5.37,0.72,0.360046293,1.15483871,0.84,0.239520958,0.12,0.025,0.141421121,0.00707992,1.374997135,0.572898668,0.137221238,0.059880234,0.436377202,7.287487854,0.141421121,0.00707992,0.016009144,0.057904887,0.164510185,2.065,4.285,0.44,0.0875,0.213074957,0.020420065,1.56826E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-05 01:25:00,10:00,12.75,1,1,0.66,0.78,0.9,0.54,0,0,0,0,4.96,4.25,3.47,5.01,VMS 3,Tanque,1.14,1.14,1.2,0.96,2.6,2.82,3.43,3.9,1552,1552,2022-12-05 00:00:00,0,1,0.72,4.4225,0.154919334,0.723665438,1.54,0.5875,0.9525,0.78,0.66,4.215,4.63,0.162803844,3.1875,12.75,6.03,6.72,0.69,0.590670523,1.114427861,1.3,0.225882353,0.12,0.415,0.215165443,0.163632623,1.66666358,0.720746021,0.162803807,0.056470584,0.346862718,6.14235258,0.215165443,0.163632623,0.348219254,0.439292386,0.72701732,2.505,4.3725,0.6825,0.05,0.272454981,0.011435103,1.94297E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-05 18:30:00,10:27,13.9,2,1,0.66,0.72,0.96,0.54,0,0,0,0,4.97,4.62,4.39,5.12,VMS 3,Tanque,1.02,1.08,1.32,1.14,2.89,2.85,4.14,4.02,1552,1552,2022-12-05 00:00:00,0,1,0.72,4.775,0.176635217,0.331310529,0.73,0.345,0.385,0.81,0.63,4.68,4.87,0.15078534,3.475,13.9,7.03,6.87,0.16,0.700499822,1.023289665,1.29,0.207194245,0.18,0.19,0.24532635,0.069384389,1.777774486,0.727748539,0.150785309,0.051798557,0.343525155,6.631935233,0.24532635,0.069384389,0.152879549,0.253972873,0.467590289,3.1875,4.4225,0.2875,0.3525,0.09019605,0.079706031,1.42548E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-06 02:00:00,06:50,6.26,1,0,0.48,0.6,0.72,0.42,0,0,0,0,4.19,4.1,4.22,4.3,VMS 3,Tanque,0.9,1.02,1.26,0.78,1.28,1.37,1.7,1.91,1552,1552,2022-12-06 00:00:00,0,1,0.555,4.2025,0.133041347,0.082613558,0.2,0.0975,0.1025,0.6,0.51,4.205,4.2,0.132064247,1.565,6.26,2.98,3.28,0.3,0.29240383,1.100671141,0.63,0.354632588,0.09,0.005,0.239713707,0.019658189,1.714281633,0.372397294,0.132064216,0.088658133,0.671325771,7.572058429,0.239713707,0.019658189,0.047590708,0.107827453,0.306962604,3.475,4.775,-1.91,-0.5725,-0.54964013,-0.119895263,3.15789E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-06 15:23:00,06:39,10.02,2,0,0.66,0.78,0.96,0.48,0,0,0,0,4.79,4.64,4.74,4.79,VMS 3,Tanque,0.96,1.2,1.32,0.84,2.44,2.58,3.31,1.69,1552,1552,2022-12-06 00:00:00,0,1,0.72,4.74,0.201990099,0.070710678,0.15,0.05,0.1,0.81,0.63,4.765,4.715,0.151898734,2.505,10.02,5.75,4.27,1.48,0.663852393,1.346604215,1.62,0.28742515,0.18,0.05,0.280541414,0.014917861,1.999995833,0.528480901,0.151898702,0.07185628,0.473053845,6.58332419,0.280541414,0.014917861,0.031645563,0.136350388,0.327104839,1.565,4.2025,0.94,0.5375,0.600638594,0.127900029,3.31219E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-07 02:50:00,10:41,12.22,1,0,0.54,0.72,0.9,0.54,0,0,0,0,4.47,4.5,4.7,4.69,VMS 3,Tanque,0.9,1.2,1.26,0.9,2.21,2.48,3.27,4.26,1552,1552,2022-12-07 00:00:00,0,1,0.675,4.59,0.172336879,0.121928941,0.23,0.11,0.12,0.72,0.63,4.585,4.595,0.147058824,3.055,12.22,5.48,6.74,1.26,0.920670046,1.229927007,2.05,0.220949264,0.09,0.01,0.255313517,0.026564034,1.66666358,0.665577197,0.147058791,0.055237311,0.375613717,6.799989926,0.255313517,0.026564034,0.050108922,0.14713291,0.331986472,2.505,4.74,0.55,-0.15,0.219560791,-0.031645563,3.36022E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-07 16:32:00,10:12,13.64,2,0,0.54,0.72,0.9,0.54,0,0,0,0,4.63,4.57,4.79,4.58,VMS 3,Tanque,0.9,1.14,1.26,0.9,2.78,3.05,3.96,3.85,1552,1552,2022-12-07 00:00:00,0,1,0.675,4.6425,0.172336879,0.101775898,0.22,0.1475,0.0725,0.72,0.63,4.71,4.575,0.1453958,3.41,13.64,6.74,6.9,0.16,0.583837877,1.023738872,1.18,0.197947214,0.09,0.135,0.255313517,0.021922644,1.66666358,0.734517882,0.145395768,0.0494868,0.340359213,6.877767588,0.255313517,0.021922644,0.04738825,0.137056389,0.324624412,3.055,4.59,0.355,0.0525,0.116202908,0.011437906,1.2235E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-08 08:37:00,10:45,14.6,1,0,0.6,0.9,0.9,0.54,0,0,0,0,4.95,4.79,4.83,4.79,VMS 3,Tanque,1.08,1.44,1.26,1.02,3.27,3.22,3.86,4.25,1552,1552,2022-12-08 00:00:00,0,1,0.735,4.84,0.192093727,0.075718778,0.16,0.11,0.05,0.75,0.72,4.89,4.79,0.151859504,3.65,14.6,7.13,7.47,0.34,0.494435705,1.047685835,1.03,0.201369863,0.03,0.1,0.261351654,0.015644372,1.66666358,0.754132076,0.151859473,0.050342462,0.331506827,6.585025054,0.261351654,0.015644372,0.033057844,0.133906253,0.310053871,3.41,4.6425,0.24,0.1975,0.070381211,0.042541725,2.30958E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-08 15:23:00,06:44,7.38,2,0,0.48,0.72,0.78,0.48,0,0,0,0,4.08,4.26,4.29,4.19,VMS 3,Tanque,0.72,1.14,1.2,0.9,1.47,1.69,2.08,2.14,1552,1552,2022-12-08 00:00:00,0,1,0.615,4.205,0.157797338,0.093273791,0.21,0.085,0.125,0.63,0.6,4.185,4.225,0.146254459,1.845,7.38,3.55,3.83,0.28,0.319843712,1.078873239,0.67,0.333333333,0.03,0.04,0.256580621,0.022181633,1.624996615,0.438763273,0.146254424,0.083333322,0.569783121,6.837387256,0.256580621,0.022181633,0.049940535,0.125535564,0.328702789,3.65,4.84,-1.805,-0.635,-0.494520412,-0.13119832,5.09701E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-09 03:37:00,09:17,12.7,1,0,0.6,0.9,0.9,0.54,0,0,0,0,4.5,4.68,4.68,4.77,VMS 3,Tanque,0.84,1.32,1.2,0.9,2.61,2.86,3.67,3.56,1552,1552,2022-12-09 00:00:00,0,1,0.735,4.6575,0.192093727,0.113247517,0.27,0.1125,0.1575,0.75,0.72,4.59,4.725,0.157809984,3.175,12.7,6.28,6.42,0.14,0.520160232,1.022292994,1.06,0.231496063,0.03,0.135,0.261351654,0.024315082,1.66666358,0.681696043,0.15780995,0.057874011,0.366732255,6.336726072,0.261351654,0.024315082,0.057971002,0.152670622,0.343637738,1.845,4.205,1.33,0.4525,0.720866818,0.107609963,1.92698E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-09 21:33:00,12:06,17.97,2,0,0.6,0.84,0.96,0.54,0,0,0,0,4.75,4.72,4.88,4.94,VMS 3,Tanque,0.96,1.2,1.32,0.9,3.71,3.88,5.31,5.07,1552,1552,2022-12-09 00:00:00,0,1,0.735,4.8225,0.198242276,0.104682058,0.22,0.1175,0.1025,0.78,0.69,4.815,4.83,0.152410575,4.4925,17.97,9.02,8.95,0.07,0.814304407,1.007821229,1.6,0.16360601,0.09,0.015,0.269717015,0.021707006,1.777774486,0.931570569,0.152410544,0.0409015,0.268363925,6.561215563,0.269717015,0.021707006,0.045619483,0.151462167,0.337043504,3.175,4.6575,1.3175,0.165,0.414960499,0.035426723,1.57509E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-10 16:06:00,11:57,17.74,1,1,0.6,0.84,1.02,0.54,0,0,0,0,4.9,4.94,4.73,4.65,VMS 3,Tanque,0.96,1.2,1.26,0.78,3.95,3.88,5.08,4.83,1552,1552,2022-12-10 00:00:00,0,1,0.75,4.805,0.22181073,0.137719522,0.29,0.135,0.155,0.81,0.69,4.815,4.795,0.156087409,4.435,17.74,9.03,8.71,0.32,0.609726715,1.03673938,1.2,0.169109357,0.12,0.02,0.295747246,0.028661705,1.888885391,0.922996686,0.156087376,0.042277337,0.270856805,6.406658124,0.295747246,0.028661705,0.060353786,0.179765126,0.384762737,4.4925,4.8225,-0.0575,-0.0175,-0.012799107,-0.003628822,4.58131E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-10 23:34:00,08:17,9.33,2,0,0.54,0.72,0.78,0.48,0,0,0,0,4.17,4.19,4.33,4.13,VMS 3,Tanque,0.9,1.14,1.14,0.96,1.91,1.95,2.56,2.91,1552,1552,2022-12-10 00:00:00,0,1,0.63,4.205,0.142828569,0.086986589,0.2,0.125,0.075,0.66,0.6,4.25,4.16,0.149821641,2.3325,9.33,4.47,4.86,0.39,0.486509678,1.087248322,1,0.270096463,0.06,0.09,0.226711654,0.020686461,1.624996615,0.554696658,0.149821605,0.067524109,0.450696629,6.67459258,0.226711654,0.020686461,0.047562414,0.114907579,0.294960529,4.435,4.805,-2.1025,-0.6,-0.474069792,-0.124869901,1.08276E-06,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-11 08:30:00,07:19,9.03,1,0,0.48,0.72,0.84,0.36,0,0,0,0,4.35,4.42,4.58,3.53,VMS 3,Tanque,0.78,1.2,1.2,0.54,2.09,2.17,3.11,1.66,1552,1552,2022-12-11 00:00:00,0,1,0.6,4.22,0.219089023,0.469964538,1.05,0.36,0.69,0.66,0.54,4.465,3.975,0.142180095,2.2575,9.03,5.2,3.83,1.37,0.61086687,1.35770235,1.45,0.265780731,0.12,0.49,0.365147763,0.111365978,2.333326852,0.53495248,0.142180061,0.066445175,0.467331067,7.033321611,0.365147763,0.111365978,0.248815107,0.34452678,0.725328848,2.3325,4.205,-0.075,0.015,-0.032154327,0.003567181,2.20219E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
2022-12-11 19:07:00,11:37,12.24,2,0,0.42,0.66,0.84,0.54,0,0,0,0,4.55,4.66,4.69,4.86,VMS 3,Tanque,0.72,0.9,1.14,1.02,2.21,2.5,3.25,4.28,1552,1552,2022-12-11 00:00:00,0,1,0.615,4.69,0.179164729,0.12832251,0.31,0.17,0.14,0.63,0.6,4.62,4.76,0.131130064,3.06,12.24,5.46,6.78,1.32,0.923868678,1.241758242,2.07,0.200980392,0.03,0.14,0.291324288,0.027360871,1.999995238,0.652451886,0.131130036,0.050245094,0.383169903,7.62600386,0.291324288,0.027360871,0.066098067,0.15374362,0.384783226,2.2575,4.22,0.8025,0.47,0.35548157,0.111374381,1.07591E-05,0,0,0,0,0,0,0,0,0,0,0,Sin alerta
